AK-47 | Aphrodite (Factory New)
Sticker | mousesports (Holo) | Berlin 2019
Sticker | myXMG | DreamHack 2014
Sticker | mzinho | Austin 2025
Sticker | n0rb3r7 (Glitter) | Copenhagen 2024
Sticker | n0rb3r7 (Holo) | Shanghai 2024
Sticker | n0thing (Foil) | Cologne 2015
Sticker | n0thing | Cologne 2015
Sticker | n0thing | Katowice 2019
Sticker | nafany (Holo) | Stockholm 2021
Sticker | nawwk (Holo) | Paris 2023
Sticker | nex (Foil) | Cologne 2015
Sticker | nex | Cologne 2016
Sticker | nex | Krakow 2017
Sticker | nex | MLG Columbus 2016
Sticker | nicoodoz (Gold) | Antwerp 2022
Sticker | nicoodoz (Gold) | Austin 2025
Sticker | nicoodoz (Gold) | Paris 2023
Sticker | nicoodoz | Copenhagen 2024
Sticker | niko  | London 2018
Sticker | niko (Foil)  | London 2018
Sticker | nin9 (Glitter) | Antwerp 2022
Sticker | nitr0 (Foil) | Boston 2018
Sticker | nitr0 (Foil) | London 2018
Sticker | nitr0 (Gold) | Katowice 2019
Sticker | nitr0 (Holo) | Austin 2025
Sticker | nitr0 | Antwerp 2022
Sticker | nitr0 | Austin 2025
Sticker | nitr0 | Berlin 2019
Sticker | nitr0 | Katowice 2019
Sticker | nitr0 | Paris 2023
Sticker | nitr0 | Rio 2022
Sticker | noway (Gold) | Budapest 2025
Sticker | noway | Austin 2025
Sticker | oSee | Paris 2023
Sticker | olofmeister (Foil) | Berlin 2019
Sticker | olofmeister (Gold) | Boston 2018
Sticker | olofmeister | London 2018
Sticker | ottoNd (Foil) | Berlin 2019
Sticker | paiN Gaming (Gold) | Shanghai 2024
Sticker | paiN Gaming | Stockholm 2021
Sticker | pashaBiceps (Foil) | Krakow 2017
Sticker | pashaBiceps | Cologne 2015
Sticker | pashaBiceps | Cologne 2016
Sticker | pronax (Foil) | Cluj-Napoca 2015
Sticker | pyth (Foil) | MLG Columbus 2016
Sticker | pyth | MLG Columbus 2016
Sticker | qikert (Champion) | Rio 2022
Sticker | qikert (Glitter) | Rio 2022
Sticker | qikert | Rio 2022
Sticker | r1nkle (Holo) | Budapest 2025
Sticker | rain (Foil) | Cologne 2015
Sticker | rain (Foil) | Katowice 2019
Sticker | rain (Foil) | Krakow 2017
Sticker | rain (Glitter) | Antwerp 2022
Sticker | rain (Glitter) | Paris 2023
Sticker | rain | Antwerp 2022
Sticker | rain | Cologne 2015
Sticker | rain | Katowice 2019
Sticker | rain | London 2018
Sticker | rain | Rio 2022
Sticker | rallen (Foil) | Cluj-Napoca 2015
Sticker | rallen (Foil) | Cologne 2015
Sticker | reltuC | Cluj-Napoca 2015
Sticker | rigoN (Glitter) | Paris 2023
Sticker | rigoN (Glitter) | Rio 2022
Sticker | rigoN | Antwerp 2022
Sticker | roeJ (Holo) | Paris 2023
Sticker | ropz (Foil) | Austin 2025
Sticker | ropz (Gold) | Austin 2025
Sticker | ropz (Holo) | Budapest 2025
Sticker | ropz (Holo) | Shanghai 2024
Sticker | ropz (Holo, Champion) | Austin 2025
Sticker | s1mple (Gold) | Katowice 2019
Sticker | s1mple (Holo) | Paris 2023
Sticker | saffee (Foil) | Austin 2025
Sticker | saffee (Glitter) | Paris 2023
Sticker | saffee (Holo) | Shanghai 2024
Sticker | saffee | Austin 2025
Sticker | saffee | Rio 2022
Sticker | sdy (Glitter) | Paris 2023
Sticker | seized (Foil) | MLG Columbus 2016
Sticker | seized (Gold) | Boston 2018
Sticker | sh1ro (Gold, Champion) | Shanghai 2024
Sticker | shox (Holo) | Stockholm 2021
Sticker | shox | Berlin 2019
Sticker | shox | Boston 2018
Sticker | shox | Cluj-Napoca 2015
Sticker | shroud (Foil) | Cologne 2015
Sticker | shroud | Cologne 2015
Sticker | siuhy (Gold) | Budapest 2025
Sticker | sjuush (Glitter) | Shanghai 2024
Sticker | sjuush (Gold) | Shanghai 2024
Sticker | sjuush (Holo) | Antwerp 2022
Sticker | sjuush | Copenhagen 2024
Sticker | sjuush | Paris 2023
Sticker | sjuush | Rio 2022
Sticker | sk0R (Gold) | Budapest 2025
Sticker | skullz (Embroidered) | Budapest 2025
Sticker | slaxz- (Glitter) | Rio 2022
Sticker | slaxz- | Rio 2022
Sticker | snow (Holo) | Austin 2025
Sticker | somebody (Gold) | Shanghai 2024
Sticker | somebody | Berlin 2019
Sticker | somebody | London 2018
Sticker | spooke (Foil) | Austin 2025
Sticker | stanislaw (Foil) | Austin 2025
Sticker | stavn (Holo) | Stockholm 2021
Sticker | sterling (Gold) | Katowice 2019
Sticker | suNny | Krakow 2017
Sticker | susp (Holo) | Austin 2025
Sticker | svyat (Foil) | Berlin 2019
Sticker | syrsoN (Gold) | Shanghai 2024
Sticker | syrsoN | Rio 2022
Sticker | t0rick (Foil) | Berlin 2019
Sticker | tN1R (Holo) | Austin 2025
Sticker | tabseN (Gold) | Boston 2018
Sticker | tabseN (Gold) | London 2018
Sticker | tabseN | London 2018
Sticker | tiziaN | Katowice 2019
Sticker | torzsi (Holo) | Austin 2025
Sticker | torzsi (Holo) | Shanghai 2024
Sticker | torzsi | Austin 2025
Sticker | torzsi | Paris 2023
Sticker | ultimate (Holo) | Budapest 2025
Sticker | v4lde (Foil) | Berlin 2019
Sticker | venomzera (Gold) | Budapest 2025
Sticker | vexite (Embroidered) | Budapest 2025
Sticker | vexite (Foil) | Austin 2025
Sticker | vexite (Gold) | Rio 2022
Sticker | vexite (Holo) | Austin 2025
Sticker | w0nderful (Glitter) | Shanghai 2024
Sticker | w0nderful (Gold, Champion) | Copenhagen 2024
Sticker | w0nderful (Holo, Champion) | Copenhagen 2024
Sticker | waterfaLLZ (Gold) | Boston 2018
Sticker | waterfaLLZ (Gold) | London 2018
Sticker | wayLander (Foil) | Katowice 2019
Sticker | woxic | Katowice 2019
Sticker | xKacpersky (Gold) | Budapest 2025
Sticker | xccurate | London 2018
Sticker | yuurih (Glitter) | Copenhagen 2024
Sticker | yuurih (Glitter) | Rio 2022
Sticker | yuurih (Gold) | Shanghai 2024
Sticker | yuurih (Holo) | Shanghai 2024
Sticker | yuurih | Austin 2025
Sticker | yuurih | Katowice 2019
Sticker | z4KR | Budapest 2025
Sticker | zehN | Boston 2018
Sticker | zevy | Paris 2023
Sticker | zont1x (Glitter, Champion) | Shanghai 2024
Sticker | zorte (Holo) | Paris 2023
Sticker | ztr (Gold) | Shanghai 2024
Stockholm 2021 Ancient Souvenir Package
Stockholm 2021 Finalists Autograph Capsule
Tec-9 | Bamboozle (Battle-Scarred)
Tec-9 | Blue Blast (Field-Tested)
Tec-9 | Blue Blast (Well-Worn)
Tec-9 | Citric Acid (Minimal Wear)
Tec-9 | Cracked Opal (Minimal Wear)
Tec-9 | Cut Out (Factory New)
Tec-9 | Decimator (Battle-Scarred)
Tec-9 | Groundwater (Minimal Wear)
Tec-9 | Hades (Battle-Scarred)
Tec-9 | Ice Cap (Well-Worn)
Tec-9 | Orange Murano (Battle-Scarred)
Tec-9 | Orange Murano (Well-Worn)
Tec-9 | Re-Entry (Field-Tested)
Tec-9 | Rebel (Field-Tested)
Tec-9 | Remote Control (Field-Tested)
Tec-9 | Rust Leaf (Battle-Scarred)
Tec-9 | Rust Leaf (Minimal Wear)
Tec-9 | Rust Leaf (Well-Worn)
Tec-9 | Safety Net (Well-Worn)
Tec-9 | Sandstorm (Battle-Scarred)
Tec-9 | Slag (Well-Worn)
Tec-9 | Snek-9 (Field-Tested)
Tec-9 | Tornado (Minimal Wear)
Tec-9 | VariCamo (Minimal Wear)
UMP-45 | Blaze (Factory New)
UMP-45 | Corporal (Minimal Wear)
UMP-45 | Facility Dark (Factory New)
UMP-45 | Grand Prix (Field-Tested)
UMP-45 | Green Swirl (Minimal Wear)
UMP-45 | Gunsmoke (Battle-Scarred)
UMP-45 | Gunsmoke (Minimal Wear)
UMP-45 | Houndstooth (Field-Tested)
UMP-45 | K.O. Factory (Minimal Wear)
UMP-45 | Late Night Transit (Well-Worn)
UMP-45 | Metal Flowers (Minimal Wear)
UMP-45 | Momentum (Battle-Scarred)
UMP-45 | Moonrise (Field-Tested)
UMP-45 | Motorized (Battle-Scarred)
UMP-45 | Riot (Minimal Wear)
UMP-45 | Roadblock (Field-Tested)
UMP-45 | Roadblock (Minimal Wear)
UMP-45 | Wild Child (Factory New)
USP-S | Ancient Visions (Well-Worn)
USP-S | Black Lotus (Battle-Scarred)
USP-S | Black Lotus (Field-Tested)
USP-S | Blueprint (Factory New)
USP-S | Business Class (Battle-Scarred)
USP-S | Check Engine (Battle-Scarred)
USP-S | Cortex (Factory New)
USP-S | Cortex (Field-Tested)
USP-S | Cyrex (Battle-Scarred)
USP-S | Cyrex (Well-Worn)
USP-S | Desert Tactical (Battle-Scarred)
USP-S | Forest Leaves (Minimal Wear)
USP-S | Kill Confirmed (Factory New)
USP-S | Monster Mashup (Field-Tested)
USP-S | Night Ops (Factory New)
USP-S | Road Rash (Factory New)
USP-S | Royal Blue (Factory New)
USP-S | Royal Guard (Battle-Scarred)
USP-S | Serum (Minimal Wear)
USP-S | The Traitor (Battle-Scarred)
USP-S | The Traitor (Field-Tested)
USP-S | Torque (Field-Tested)
Vypa Sista of the Revolution | Guerrilla Warfare
Warhammer 40,000 Traitor Astartes Sticker Capsule
Wildfire Pin
XM1014 | Black Tie (Field-Tested)
XM1014 | Charter (Factory New)
XM1014 | Elegant Vines (Factory New)
XM1014 | Irezumi (Factory New)
XM1014 | Irezumi (Well-Worn)
XM1014 | Red Python (Well-Worn)
XM1014 | Tranquility (Battle-Scarred)
XM1014 | Tranquility (Well-Worn)
XM1014 | Watchdog (Factory New)
XM1014 | Zombie Offensive (Well-Worn)
Zeus x27 | Charged Up (Well-Worn)
Zeus x27 | Earth Mandala (Battle-Scarred)
Zeus x27 | Electric Blue (Field-Tested)
Zeus x27 | Electric Blue (Well-Worn)
Zeus x27 | Tosai (Field-Tested)
eSports 2014 Summer Case
★ Bayonet
★ Bayonet | Autotronic (Field-Tested)
★ Bayonet | Black Laminate (Well-Worn)
★ Bayonet | Boreal Forest (Minimal Wear)
★ Bayonet | Boreal Forest (Well-Worn)
★ Bayonet | Bright Water (Factory New)
★ Bayonet | Damascus Steel (Factory New)
★ Bayonet | Night (Well-Worn)
★ Bayonet | Stained (Battle-Scarred)
★ Bayonet | Stained (Well-Worn)
★ Bayonet | Ultraviolet (Factory New)
★ Bayonet | Ultraviolet (Field-Tested)
★ Bowie Knife | Black Laminate (Battle-Scarred)
★ Bowie Knife | Forest DDPAT (Well-Worn)
★ Bowie Knife | Scorched (Field-Tested)
★ Bowie Knife | Scorched (Minimal Wear)
★ Bowie Knife | Ultraviolet (Minimal Wear)
★ Broken Fang Gloves | Needle Point (Battle-Scarred)
★ Broken Fang Gloves | Unhinged (Battle-Scarred)
★ Butterfly Knife | Black Laminate (Battle-Scarred)
★ Butterfly Knife | Boreal Forest (Well-Worn)
★ Butterfly Knife | Bright Water (Factory New)
★ Butterfly Knife | Crimson Web (Field-Tested)
★ Butterfly Knife | Damascus Steel (Factory New)
★ Butterfly Knife | Forest DDPAT (Field-Tested)
★ Butterfly Knife | Safari Mesh (Minimal Wear)
★ Butterfly Knife | Stained (Factory New)
★ Classic Knife
★ Classic Knife | Case Hardened (Factory New)
★ Classic Knife | Forest DDPAT (Battle-Scarred)
★ Classic Knife | Forest DDPAT (Minimal Wear)
★ Classic Knife | Urban Masked (Field-Tested)
★ Driver Gloves | Diamondback (Battle-Scarred)
★ Driver Gloves | Overtake (Field-Tested)
★ Driver Gloves | Queen Jaguar (Battle-Scarred)
★ Driver Gloves | Queen Jaguar (Field-Tested)
★ Driver Gloves | Racing Green (Minimal Wear)
★ Driver Gloves | Rezan the Red (Field-Tested)
★ Driver Gloves | Snow Leopard (Minimal Wear)
★ Falchion Knife | Forest DDPAT (Battle-Scarred)
★ Falchion Knife | Forest DDPAT (Minimal Wear)
★ Falchion Knife | Marble Fade (Minimal Wear)
★ Falchion Knife | Scorched (Minimal Wear)
★ Falchion Knife | Scorched (Well-Worn)
★ Falchion Knife | Ultraviolet (Battle-Scarred)
★ Falchion Knife | Ultraviolet (Minimal Wear)
★ Falchion Knife | Urban Masked (Field-Tested)
★ Flip Knife | Boreal Forest (Battle-Scarred)
★ Flip Knife | Freehand (Field-Tested)
★ Flip Knife | Freehand (Minimal Wear)
★ Flip Knife | Scorched (Factory New)
★ Flip Knife | Stained (Factory New)
★ Flip Knife | Tiger Tooth (Factory New)
★ Flip Knife | Tiger Tooth (Minimal Wear)
★ Flip Knife | Ultraviolet (Well-Worn)
★ Flip Knife | Urban Masked (Field-Tested)
★ Gut Knife | Bright Water (Factory New)
★ Gut Knife | Case Hardened (Battle-Scarred)
★ Gut Knife | Freehand (Well-Worn)
★ Gut Knife | Night (Battle-Scarred)
★ Gut Knife | Slaughter (Factory New)
★ Gut Knife | Stained (Field-Tested)
★ Gut Knife | Ultraviolet (Minimal Wear)
★ Hand Wraps | Cobalt Skulls (Field-Tested)
★ Hand Wraps | Constrictor (Field-Tested)
★ Hand Wraps | Desert Shamagh (Well-Worn)
★ Hand Wraps | Duct Tape (Battle-Scarred)
★ Huntsman Knife | Autotronic (Battle-Scarred)
★ Huntsman Knife | Autotronic (Field-Tested)
★ Huntsman Knife | Case Hardened (Field-Tested)
★ Huntsman Knife | Crimson Web (Well-Worn)
★ Huntsman Knife | Night (Field-Tested)
★ Huntsman Knife | Scorched (Well-Worn)
★ Hydra Gloves | Case Hardened (Well-Worn)
★ Hydra Gloves | Emerald (Battle-Scarred)
★ Hydra Gloves | Emerald (Field-Tested)
★ Hydra Gloves | Mangrove (Battle-Scarred)
★ Hydra Gloves | Mangrove (Field-Tested)
★ Hydra Gloves | Rattler (Well-Worn)
★ Karambit | Damascus Steel (Battle-Scarred)
★ Karambit | Damascus Steel (Minimal Wear)
★ Karambit | Scorched (Field-Tested)
★ Kukri Knife
★ Kukri Knife | Fade (Minimal Wear)
★ Kukri Knife | Forest DDPAT (Battle-Scarred)
★ Kukri Knife | Scorched (Field-Tested)
★ M9 Bayonet | Autotronic (Field-Tested)
★ M9 Bayonet | Black Laminate (Battle-Scarred)
★ M9 Bayonet | Blue Steel (Field-Tested)
★ M9 Bayonet | Boreal Forest (Well-Worn)
★ M9 Bayonet | Case Hardened (Minimal Wear)
★ M9 Bayonet | Case Hardened (Well-Worn)
★ M9 Bayonet | Crimson Web (Field-Tested)
★ M9 Bayonet | Damascus Steel (Factory New)
★ M9 Bayonet | Fade (Factory New)
★ M9 Bayonet | Night (Battle-Scarred)
★ M9 Bayonet | Scorched (Battle-Scarred)
★ Moto Gloves | Blood Pressure (Field-Tested)
★ Moto Gloves | Blood Pressure (Minimal Wear)
★ Moto Gloves | Blood Pressure (Well-Worn)
★ Moto Gloves | Boom! (Field-Tested)
★ Moto Gloves | Finish Line (Battle-Scarred)
★ Moto Gloves | POW! (Well-Worn)
★ Moto Gloves | Polygon (Battle-Scarred)
★ Moto Gloves | Polygon (Minimal Wear)
★ Moto Gloves | Polygon (Well-Worn)
★ Moto Gloves | Smoke Out (Minimal Wear)
★ Moto Gloves | Transport (Minimal Wear)
★ Moto Gloves | Transport (Well-Worn)
★ Moto Gloves | Turtle (Battle-Scarred)
★ Navaja Knife | Case Hardened (Well-Worn)
★ Navaja Knife | Damascus Steel (Field-Tested)
★ Navaja Knife | Safari Mesh (Well-Worn)
★ Navaja Knife | Stained (Field-Tested)
★ Navaja Knife | Stained (Minimal Wear)
★ Navaja Knife | Urban Masked (Field-Tested)
★ Nomad Knife | Damascus Steel (Minimal Wear)
★ Nomad Knife | Doppler (Minimal Wear)
★ Nomad Knife | Forest DDPAT (Battle-Scarred)
★ Nomad Knife | Marble Fade (Factory New)
★ Nomad Knife | Slaughter (Minimal Wear)
★ Nomad Knife | Ultraviolet (Minimal Wear)
★ Paracord Knife | Case Hardened (Factory New)
★ Paracord Knife | Crimson Web (Field-Tested)
★ Paracord Knife | Crimson Web (Well-Worn)
★ Paracord Knife | Night Stripe (Minimal Wear)
★ Paracord Knife | Safari Mesh (Battle-Scarred)
★ Paracord Knife | Scorched (Factory New)
★ Paracord Knife | Scorched (Minimal Wear)
★ Paracord Knife | Stained (Field-Tested)
★ Shadow Daggers | Autotronic (Field-Tested)
★ Shadow Daggers | Autotronic (Minimal Wear)
★ Shadow Daggers | Blue Steel (Well-Worn)
★ Shadow Daggers | Bright Water (Battle-Scarred)
★ Shadow Daggers | Case Hardened (Factory New)
★ Shadow Daggers | Crimson Web (Battle-Scarred)
★ Shadow Daggers | Damascus Steel (Factory New)
★ Shadow Daggers | Forest DDPAT (Well-Worn)
★ Shadow Daggers | Lore (Field-Tested)
★ Shadow Daggers | Scorched (Field-Tested)
★ Shadow Daggers | Slaughter (Minimal Wear)
★ Shadow Daggers | Stained (Battle-Scarred)
★ Skeleton Knife | Boreal Forest (Minimal Wear)
★ Skeleton Knife | Crimson Web (Well-Worn)
★ Skeleton Knife | Doppler (Minimal Wear)
★ Skeleton Knife | Forest DDPAT (Well-Worn)
★ Skeleton Knife | Urban Masked (Field-Tested)
★ Specialist Gloves | Crimson Web (Field-Tested)
★ Specialist Gloves | Field Agent (Field-Tested)
★ Specialist Gloves | Field Agent (Minimal Wear)
★ Specialist Gloves | Foundation (Battle-Scarred)
★ Specialist Gloves | Mogul (Minimal Wear)
★ Sport Gloves | Nocts (Field-Tested)
★ Sport Gloves | Omega (Battle-Scarred)
★ Sport Gloves | Omega (Minimal Wear)
★ Sport Gloves | Omega (Well-Worn)
★ Sport Gloves | Vice (Battle-Scarred)
★ StatTrak™ Bayonet | Autotronic (Field-Tested)
★ StatTrak™ Bayonet | Black Laminate (Well-Worn)
★ StatTrak™ Bayonet | Crimson Web (Well-Worn)
★ StatTrak™ Bayonet | Damascus Steel (Factory New)
★ StatTrak™ Bayonet | Forest DDPAT (Field-Tested)
★ StatTrak™ Bayonet | Forest DDPAT (Minimal Wear)
★ StatTrak™ Bowie Knife | Autotronic (Battle-Scarred)
★ StatTrak™ Bowie Knife | Autotronic (Well-Worn)
★ StatTrak™ Bowie Knife | Crimson Web (Field-Tested)
★ StatTrak™ Bowie Knife | Freehand (Factory New)
★ StatTrak™ Bowie Knife | Lore (Field-Tested)
★ StatTrak™ Bowie Knife | Lore (Minimal Wear)
★ StatTrak™ Butterfly Knife | Night (Minimal Wear)
★ StatTrak™ Classic Knife | Case Hardened (Well-Worn)
★ StatTrak™ Classic Knife | Crimson Web (Well-Worn)
★ StatTrak™ Classic Knife | Safari Mesh (Battle-Scarred)
★ StatTrak™ Classic Knife | Safari Mesh (Field-Tested)
★ StatTrak™ Classic Knife | Scorched (Battle-Scarred)
★ StatTrak™ Classic Knife | Slaughter (Factory New)
★ StatTrak™ Falchion Knife | Damascus Steel (Minimal Wear)
★ StatTrak™ Falchion Knife | Safari Mesh (Battle-Scarred)
★ StatTrak™ Falchion Knife | Safari Mesh (Minimal Wear)
★ StatTrak™ Falchion Knife | Scorched (Battle-Scarred)
★ StatTrak™ Falchion Knife | Stained (Battle-Scarred)
★ StatTrak™ Falchion Knife | Stained (Well-Worn)
★ StatTrak™ Falchion Knife | Urban Masked (Battle-Scarred)
★ StatTrak™ Falchion Knife | Urban Masked (Minimal Wear)
★ StatTrak™ Flip Knife | Boreal Forest (Well-Worn)
★ StatTrak™ Flip Knife | Bright Water (Minimal Wear)
★ StatTrak™ Flip Knife | Case Hardened (Battle-Scarred)
★ StatTrak™ Flip Knife | Crimson Web (Battle-Scarred)
★ StatTrak™ Flip Knife | Damascus Steel (Minimal Wear)
★ StatTrak™ Flip Knife | Lore (Battle-Scarred)
★ StatTrak™ Flip Knife | Marble Fade (Factory New)
★ StatTrak™ Flip Knife | Scorched (Field-Tested)
★ StatTrak™ Gut Knife | Boreal Forest (Battle-Scarred)
★ StatTrak™ Gut Knife | Freehand (Well-Worn)
★ StatTrak™ Gut Knife | Ultraviolet (Field-Tested)
★ StatTrak™ Huntsman Knife | Blue Steel (Minimal Wear)
★ StatTrak™ Huntsman Knife | Lore (Well-Worn)
★ StatTrak™ Huntsman Knife | Tiger Tooth (Factory New)
★ StatTrak™ Huntsman Knife | Ultraviolet (Field-Tested)
★ StatTrak™ Karambit | Slaughter (Field-Tested)
★ StatTrak™ Karambit | Urban Masked (Minimal Wear)
★ StatTrak™ Kukri Knife | Night Stripe (Field-Tested)
★ StatTrak™ Kukri Knife | Slaughter (Factory New)
★ StatTrak™ M9 Bayonet | Blue Steel (Minimal Wear)
★ StatTrak™ M9 Bayonet | Bright Water (Minimal Wear)
★ StatTrak™ M9 Bayonet | Case Hardened (Field-Tested)
★ StatTrak™ M9 Bayonet | Slaughter (Field-Tested)
★ StatTrak™ Navaja Knife | Blue Steel (Factory New)
★ StatTrak™ Navaja Knife | Blue Steel (Field-Tested)
★ StatTrak™ Navaja Knife | Blue Steel (Minimal Wear)
★ StatTrak™ Navaja Knife | Forest DDPAT (Minimal Wear)
★ StatTrak™ Navaja Knife | Safari Mesh (Field-Tested)
★ StatTrak™ Navaja Knife | Slaughter (Minimal Wear)
★ StatTrak™ Nomad Knife | Boreal Forest (Field-Tested)
★ StatTrak™ Nomad Knife | Case Hardened (Battle-Scarred)
★ StatTrak™ Nomad Knife | Case Hardened (Well-Worn)
★ StatTrak™ Nomad Knife | Damascus Steel (Factory New)
★ StatTrak™ Nomad Knife | Tiger Tooth (Factory New)
★ StatTrak™ Nomad Knife | Tiger Tooth (Minimal Wear)
★ StatTrak™ Paracord Knife | Damascus Steel (Minimal Wear)
★ StatTrak™ Paracord Knife | Fade (Factory New)
★ StatTrak™ Paracord Knife | Fade (Minimal Wear)
★ StatTrak™ Paracord Knife | Marble Fade (Factory New)
★ StatTrak™ Paracord Knife | Marble Fade (Minimal Wear)
★ StatTrak™ Paracord Knife | Safari Mesh (Minimal Wear)
★ StatTrak™ Paracord Knife | Scorched (Well-Worn)
★ StatTrak™ Paracord Knife | Stained (Well-Worn)
★ StatTrak™ Shadow Daggers | Autotronic (Well-Worn)
★ StatTrak™ Shadow Daggers | Bright Water (Factory New)
★ StatTrak™ Shadow Daggers | Crimson Web (Battle-Scarred)
★ StatTrak™ Shadow Daggers | Scorched (Field-Tested)
★ StatTrak™ Shadow Daggers | Slaughter (Factory New)
★ StatTrak™ Skeleton Knife | Tiger Tooth (Factory New)
★ StatTrak™ Stiletto Knife | Case Hardened (Minimal Wear)
★ StatTrak™ Stiletto Knife | Case Hardened (Well-Worn)
★ StatTrak™ Stiletto Knife | Crimson Web (Field-Tested)
★ StatTrak™ Stiletto Knife | Damascus Steel (Field-Tested)
★ StatTrak™ Stiletto Knife | Rust Coat (Well-Worn)
★ StatTrak™ Survival Knife | Boreal Forest (Field-Tested)
★ StatTrak™ Survival Knife | Damascus Steel (Minimal Wear)
★ StatTrak™ Survival Knife | Scorched (Battle-Scarred)
★ StatTrak™ Survival Knife | Urban Masked (Minimal Wear)
★ StatTrak™ Talon Knife | Case Hardened (Field-Tested)
★ StatTrak™ Talon Knife | Forest DDPAT (Minimal Wear)
★ StatTrak™ Talon Knife | Marble Fade (Factory New)
★ StatTrak™ Talon Knife | Night Stripe (Field-Tested)
★ StatTrak™ Talon Knife | Stained (Battle-Scarred)
★ StatTrak™ Ursus Knife | Blue Steel (Well-Worn)
★ StatTrak™ Ursus Knife | Case Hardened (Well-Worn)
★ StatTrak™ Ursus Knife | Marble Fade (Factory New)
★ StatTrak™ Ursus Knife | Night Stripe (Well-Worn)
★ StatTrak™ Ursus Knife | Stained (Battle-Scarred)
★ StatTrak™ Ursus Knife | Urban Masked (Battle-Scarred)
★ Stiletto Knife | Blue Steel (Field-Tested)
★ Stiletto Knife | Boreal Forest (Well-Worn)
★ Stiletto Knife | Forest DDPAT (Field-Tested)
★ Stiletto Knife | Forest DDPAT (Minimal Wear)
★ Stiletto Knife | Safari Mesh (Battle-Scarred)
★ Stiletto Knife | Scorched (Well-Worn)
★ Stiletto Knife | Stained (Battle-Scarred)
★ Stiletto Knife | Stained (Factory New)
★ Survival Knife | Boreal Forest (Minimal Wear)
★ Survival Knife | Case Hardened (Well-Worn)
★ Survival Knife | Night Stripe (Battle-Scarred)
★ Survival Knife | Safari Mesh (Field-Tested)
★ Survival Knife | Safari Mesh (Minimal Wear)
★ Survival Knife | Scorched (Battle-Scarred)
★ Survival Knife | Slaughter (Factory New)
★ Survival Knife | Slaughter (Field-Tested)
★ Survival Knife | Ultraviolet (Well-Worn)
★ Talon Knife | Case Hardened (Well-Worn)
★ Talon Knife | Forest DDPAT (Field-Tested)
★ Talon Knife | Marble Fade (Factory New)
★ Talon Knife | Slaughter (Minimal Wear)
★ Talon Knife | Urban Masked (Battle-Scarred)
★ Talon Knife | Urban Masked (Field-Tested)
★ Ursus Knife
★ Ursus Knife | Blue Steel (Battle-Scarred)
★ Ursus Knife | Case Hardened (Factory New)
★ Ursus Knife | Crimson Web (Battle-Scarred)
★ Ursus Knife | Ultraviolet (Field-Tested)
